,도시_번호,성별,생일
17665,48,M,1984-09-21
17666,25,F,1993-12-22
17667,17,F,1992-12-24
17668,20,M,1989-09-09
17669,86,F,1991-12-09
17670,91,M,1985-01-01
17671,42,M,1984-05-27
17672,63,F,1992-08-18
17673,40,F,1991-04-11
17674,60,F,1992-08-25
17675,9,M,1986-05-09
17676,116,M,1983-01-03
17677,55,M,1983-01-03
17678,62,F,1992-02-26
17679,10,F,1987-04-09
17680,33,M,1995-11-16
17681,66,M,1994-03-03
17682,59,F,1995-06-11
17683,108,F,1991-02-19
17684,120,M,1985-07-17
17685,69,F,1992-08-18
17686,63,M,1986-06-15
17687,74,M,1984-09-21
17688,106,M,1982-05-17
17689,65,F,1992-07-21
17690,75,M,1986-08-22
17691,91,M,1981-03-27
17692,103,F,1990-10-22
17693,70,F,1994-09-05
17694,9,M,1989-09-07
17695,13,F,1991-06-04
17696,44,F,1992-08-01
17697,95,F,1994-10-27
17698,57,M,1983-03-15
17699,85,M,1988-07-23
17700,69,M,1981-07-24
17701,43,F,1995-08-05
17702,40,F,1990-12-03
17703,2,F,1990-10-29
17704,85,M,1987-01-13
17705,21,F,2001-12-01
17706,100,M,1988-03-01
17707,51,M,1988-09-21
17708,122,M,1985-01-01
17709,82,F,1990-02-14
17710,88,F,1990-06-03
17711,22,M,1990-12-02
17712,52,M,1988-03-31
17713,25,M,1986-01-25
17714,35,F,1995-06-18
17715,73,M,1987-04-13
17716,119,M,1989-11-02
17717,82,F,1993-12-28
17718,112,F,1995-01-10
17719,61,F,1992-12-31
17720,62,F,1992-02-28
17721,26,F,1994-12-12
17722,30,F,1994-02-02
17723,18,M,1994-11-21
17724,57,M,1991-03-08
17725,84,M,1990-01-15
17726,86,F,1989-10-20
17727,61,F,1990-02-02
17728,33,M,1988-07-19
17729,18,F,1990-08-13
17730,63,F,1991-08-20
17731,120,F,1990-06-10
17732,84,F,1992-12-12
17733,60,M,1986-07-29
17734,100,F,1992-08-25
17735,8,F,1991-12-02
17736,73,M,1988-03-10
17737,37,M,1982-05-17
17738,40,M,1985-07-31
17739,42,F,1990-12-17
17740,93,F,1992-12-07
17741,19,M,1995-06-03
17742,33,F,1991-08-20
17743,90,M,1988-11-04
17744,116,F,1990-05-26
17745,105,F,1995-04-28
17746,96,M,1980-05-05
17747,69,F,1983-05-02
17748,43,F,1995-04-25
17749,48,F,1991-02-14
17750,120,F,2001-12-01
17751,81,M,1985-01-01
17752,112,F,1983-10-15
17753,112,F,1995-11-20
17754,20,F,1993-01-15
17755,72,M,1982-01-01
17756,122,M,1987-03-05
17757,125,M,1994-11-21
17758,74,M,1988-07-12
17759,72,F,1991-02-19
17760,114,M,1986-01-25
17761,74,M,1987-05-29
17762,111,M,1983-11-23
17763,125,F,1992-12-07
17764,12,F,1983-10-15
17765,11,M,1985-03-22
17766,57,F,1992-04-22
17767,62,M,1982-01-01
17768,10,M,1995-11-16
17769,84,M,1982-05-17
17770,10,F,1995-10-14
17771,117,F,1991-09-01
17772,113,M,1983-01-06
17773,31,F,1990-06-30
17774,46,F,1991-11-11
17775,50,M,1988-01-23
17776,81,F,1990-10-22
17777,96,F,1994-12-19
17778,72,F,1995-06-11
17779,42,F,1995-03-10
17780,123,F,1993-06-06
17781,29,M,1983-05-29
17782,22,F,1995-12-05
17783,97,F,1990-12-29
17784,28,F,1994-08-20
17785,108,M,1985-01-20
17786,14,M,1988-07-16
17787,106,M,1987-11-25
17788,94,M,1989-09-13
17789,17,F,1989-05-07
17790,120,M,1988-08-10
17791,105,M,1982-05-17
17792,30,F,1990-11-13
17793,94,M,1989-03-03
17794,81,M,1988-03-07
17795,72,F,1993-02-21
17796,15,F,1990-10-02
17797,57,F,1986-04-04
17798,90,M,1988-01-18
17799,15,M,1985-11-27
17800,25,F,1994-05-14
17801,62,F,1990-07-16
17802,34,M,1983-12-25
17803,95,M,1983-01-06
17804,91,F,1992-12-05
17805,98,M,2001-07-15
17806,6,F,1993-10-12
17807,53,F,1990-11-13
17808,37,F,1991-04-04
17809,44,F,1995-04-02
17810,111,F,1993-08-01
17811,114,M,1988-07-23
17812,2,M,1985-07-21
17813,99,M,1993-03-09
17814,42,F,1995-07-28
17815,33,M,1985-07-11
17816,12,F,1992-03-05
17817,9,M,1990-03-15
17818,70,F,1995-06-06
17819,94,M,1985-01-20
17820,113,F,1998-05-22
17821,47,M,1984-11-15
17822,12,F,1990-06-30
17823,88,M,1986-01-25
17824,38,M,1985-01-20
17825,6,M,1981-03-27
17826,1,M,1988-01-18
17827,46,M,1981-10-26
17828,100,M,1983-05-19
17829,53,F,1991-10-22
17830,70,M,1979-10-14
17831,21,F,1995-08-15
17832,58,M,1989-03-12
17833,89,F,1990-12-29
17834,17,M,1988-03-01
17835,79,F,1990-08-13
17836,119,M,1989-11-02
17837,87,F,2001-01-10
17838,52,M,1989-09-07
17839,15,M,1985-03-25
17840,48,F,1991-03-17
17841,14,F,1993-12-12
17842,11,M,1985-01-01
17843,13,M,1987-05-29
17844,21,M,1988-03-01
17845,89,F,1994-11-22
17846,96,M,1988-11-23
17847,66,M,1989-03-27
17848,47,M,1995-12-28
17849,10,M,1988-03-31
17850,19,F,1995-04-07
17851,75,M,1990-05-15
17852,36,F,1995-07-28
17853,69,M,1986-07-29
17854,92,F,1993-06-01
17855,122,M,1986-04-20
17856,5,M,1985-01-06
17857,98,F,1992-02-26
17858,56,M,1989-12-09
17859,105,F,1991-01-03
17860,36,F,1991-02-24
17861,20,F,1991-06-20
17862,35,M,1984-11-06
17863,118,F,1992-04-28
17864,91,M,1984-10-07
17865,36,M,1986-08-22
17866,105,M,1984-10-31
17867,50,F,1991-11-11
17868,97,F,1992-09-18
17869,31,F,1995-06-11
17870,50,M,1985-11-13
17871,6,F,1991-06-25
17872,28,F,2001-12-01
17873,73,M,1980-07-23
17874,82,M,1987-05-19
17875,33,M,1995-05-10
17876,102,F,1995-08-27
17877,117,M,1986-01-25
17878,54,F,1994-08-08
17879,81,F,1994-02-14
17880,118,M,1981-03-27
17881,102,F,1992-05-19
17882,33,M,1979-10-14
17883,60,M,1984-03-13
17884,33,F,1995-06-30
17885,104,M,1986-11-03
17886,71,F,1990-05-15
17887,100,F,1989-10-20
17888,15,F,1993-12-24
17889,94,M,1986-01-11
17890,118,M,1986-01-13
17891,6,F,1988-02-09
17892,25,F,1991-08-20
17893,7,F,1992-02-26
17894,42,F,1989-04-14
17895,23,M,1981-02-11
17896,23,M,1985-03-22
17897,28,M,1987-11-09
17898,95,M,1990-03-15
17899,59,M,1988-07-19
17900,45,F,1992-06-18
17901,34,F,1991-10-22
17902,47,M,1990-10-30
17903,16,M,1986-08-22
17904,56,M,1986-09-25
17905,61,M,1986-01-15
17906,73,M,1988-11-18
17907,16,F,1991-06-04
17908,19,M,1985-05-17
17909,81,M,1984-11-06
17910,105,M,1988-02-30
17911,44,F,1989-10-20
17912,9,F,1994-02-09
17913,74,F,1990-10-08
17914,84,M,1989-09-07
17915,72,F,1991-01-03
17916,90,M,1983-05-26
17917,36,F,1991-10-22
17918,35,M,1995-05-10
17919,93,F,1991-06-20
17920,61,M,1989-03-19
17921,121,F,1990-10-02
17922,1,M,1986-05-05
17923,66,F,1989-09-25
17924,75,M,1984-10-31
17925,39,F,1990-06-30
17926,96,M,1984-11-04
17927,116,F,1993-08-06
17928,22,F,1990-10-05
17929,4,M,1988-03-01
17930,4,F,1994-08-08
17931,34,F,1990-10-03
17932,114,M,1984-10-07
17933,96,M,1986-03-29
17934,20,M,1979-10-14
17935,1,F,1989-05-07
17936,59,M,1988-11-04
17937,86,M,1985-03-22
17938,65,F,1990-04-16
17939,59,F,1992-12-05
17940,46,F,1993-03-19
17941,41,F,1993-12-22
17942,56,F,1994-08-08
17943,70,M,1995-05-10
17944,72,F,1993-06-28
17945,94,M,1981-07-24
17946,58,F,1993-06-28
17947,107,F,1991-10-22
17948,16,F,1990-08-22
17949,3,F,1989-04-28
17950,31,M,1985-11-27
17951,21,F,1986-04-04
17952,83,M,1983-11-23
17953,12,F,1992-02-12
17954,124,M,1986-07-07
17955,43,F,1991-10-03
17956,69,M,1988-11-23
17957,44,F,1989-10-20
17958,73,M,1981-10-26
17959,102,F,1995-08-15
17960,21,F,1990-12-17
17961,55,F,1992-09-30
17962,26,M,1998-12-23
17963,84,F,1993-02-07
17964,121,F,1994-10-27
17965,3,F,1980-05-15
17966,88,F,1994-02-26
17967,70,M,1983-11-11
17968,5,F,1991-06-20
17969,62,F,1986-08-13
17970,24,F,1993-04-21
17971,28,F,1992-08-25
17972,29,M,1989-12-09
17973,28,F,1993-06-06
17974,31,M,1984-03-20
17975,31,M,1985-03-22
17976,32,M,1988-01-22
17977,99,M,1995-06-03
17978,49,M,1990-01-15
17979,6,F,1990-04-26
17980,74,F,1995-12-04
17981,61,M,1983-08-17
17982,98,M,1986-04-20
17983,86,M,1985-02-18
17984,7,F,1990-06-03
17985,56,M,1984-11-20
17986,78,M,1984-06-22
17987,45,F,1990-12-29
17988,50,M,1986-09-02
17989,26,F,1998-05-22
17990,64,F,1992-08-12
17991,117,M,1987-03-24
17992,75,M,1983-05-26
17993,73,M,1981-10-11
17994,105,M,1984-11-15
17995,88,M,1989-05-22
17996,19,F,1990-06-13
17997,107,M,1986-08-22
17998,47,F,1991-08-20
17999,123,F,1991-08-20
18000,63,F,1990-12-03
18001,45,F,1992-04-13
18002,115,F,1990-04-16
18003,114,F,1993-12-24
18004,46,F,1987-07-19
18005,109,F,1990-06-10
18006,43,M,1986-01-25
18007,52,F,1995-04-02
18008,40,M,1989-03-12
18009,65,M,1986-09-02
18010,93,F,1992-12-24
18011,93,M,1986-07-29
18012,4,M,1985-09-30
18013,16,M,1983-05-29
18014,125,M,1986-09-02
18015,16,F,1991-06-04
18016,10,M,1986-07-28
18017,13,F,1991-06-27
18018,52,M,1989-11-02
18019,98,F,1995-04-30
18020,11,F,1989-04-28
18021,90,M,1987-12-12
18022,33,M,1984-09-14
18023,1,M,1990-01-15
18024,6,F,1995-04-28
18025,49,F,1993-08-01
18026,78,F,1991-08-31
18027,60,F,1995-08-17
18028,37,M,1989-05-22
18029,123,M,1987-05-10
18030,13,M,1986-01-13
18031,18,M,1985-05-17
18032,32,M,1987-05-10
18033,91,F,1992-06-11
18034,1,F,1995-07-30
18035,28,F,1991-06-18
18036,34,M,1985-07-21
18037,27,M,1986-08-22
18038,61,M,1988-01-23
18039,52,M,1984-08-17
18040,88,F,1992-12-05
18041,8,F,1990-04-26
18042,11,M,1988-09-21
18043,60,F,1992-02-28
18044,79,F,2001-01-10
18045,56,M,1988-01-23
18046,118,F,1995-04-02
18047,42,F,1990-05-15
18048,11,M,1995-06-03
18049,20,F,1991-08-31
18050,118,F,1995-12-05
18051,28,F,1990-05-15
18052,112,F,1991-06-25
18053,71,M,1995-11-16
18054,17,M,1988-07-16
18055,99,M,1986-08-22
18056,22,M,1984-05-03
18057,72,M,1986-09-21
18058,10,F,1987-11-27
18059,50,M,1986-03-08
18060,25,F,1993-08-06
18061,51,F,1995-08-05
18062,79,F,1993-02-11
18063,117,F,1989-04-14
18064,17,F,1991-08-03
18065,48,M,1979-10-14
18066,74,M,1995-05-10
18067,60,M,1986-01-15
18068,122,M,1984-04-01
18069,34,M,1987-07-14
18070,12,M,1987-07-14
18071,20,M,1984-08-17
18072,100,M,1986-03-29
18073,111,M,1984-03-06
18074,79,F,1993-09-23
18075,39,M,1985-03-27
18076,59,M,1984-09-21
18077,104,F,1992-02-26
18078,104,F,1989-11-01
18079,38,M,1984-03-13
18080,46,M,1988-11-01
18081,125,F,1989-04-28
18082,37,F,1990-10-29
18083,71,M,1986-01-13
18084,66,M,1998-12-23
18085,28,F,1991-08-31
18086,84,M,1989-07-19
18087,47,M,1983-05-19
18088,76,F,1992-08-18
18089,17,F,1988-02-09
18090,48,M,1984-03-13
18091,51,M,1986-01-04
18092,120,M,1985-01-01
18093,31,M,1986-04-20
18094,21,M,1985-07-31
18095,119,F,1995-12-10
18096,28,F,1996-04-09
18097,8,F,1991-04-09
18098,20,M,2001-07-15
18099,96,M,1981-07-24
18100,28,F,1991-02-19
18101,27,F,1990-02-02
18102,51,F,1991-08-10
18103,89,M,1984-03-15
18104,38,M,1986-09-19
18105,117,F,1993-02-18
18106,7,F,1994-02-14
18107,48,M,1985-07-31
18108,58,M,1983-05-12
18109,59,M,1989-11-02
18110,74,F,1989-04-28
18111,112,M,1989-11-02
18112,119,F,2001-12-01
18113,88,F,1995-11-25
18114,71,M,1990-10-30
18115,86,M,1988-01-18
18116,120,M,1986-08-29
18117,83,M,1989-03-17
18118,89,M,1984-03-20
18119,97,F,1995-04-02
18120,123,M,1980-05-05
18121,99,M,1983-12-25
18122,79,M,1989-11-02
18123,92,M,1988-11-04
18124,21,F,1989-04-14
18125,20,M,1981-07-24
18126,2,F,1992-12-12
18127,33,F,1990-04-26
18128,68,F,1990-08-24
18129,80,M,1988-11-08
18130,92,F,1995-04-06
18131,49,F,1992-06-11
18132,42,M,1986-01-13
18133,123,M,1984-03-20
18134,3,F,1992-08-25
18135,66,M,1985-03-22
18136,74,M,1985-05-14
18137,112,F,1995-04-06
18138,84,M,1986-09-19
18139,2,M,1980-07-23
18140,31,M,1986-05-07
18141,20,F,1993-08-06
18142,15,M,1980-05-05
18143,58,F,1994-11-22
18144,125,M,1994-11-21
18145,20,F,1995-10-10
18146,39,F,1992-06-11
18147,86,F,1991-08-30
18148,15,M,1984-06-18
18149,123,M,1984-07-12
18150,118,M,1985-11-27
18151,117,M,1985-09-09
18152,27,M,1984-11-15
18153,81,F,1995-04-02
18154,111,F,1991-06-16
18155,34,F,1992-08-12
18156,36,F,1992-05-19
18157,42,M,1984-03-06
18158,107,M,2002-03-03
18159,58,F,1989-04-28
18160,35,M,1995-05-10
18161,121,M,1985-07-07
18162,73,F,1993-12-28
18163,121,M,1989-09-07
18164,40,F,1995-08-20
18165,29,M,1984-06-22
18166,124,M,1986-11-30
18167,60,F,1987-04-09
18168,105,F,1995-10-10
18169,77,M,1984-03-06
18170,124,F,1992-04-13
18171,112,F,1995-12-05
18172,57,M,1984-01-29
18173,6,F,1995-04-02
18174,106,F,1992-12-24
18175,99,M,1991-03-08
18176,106,M,1983-06-30
18177,25,F,1991-08-03
18178,21,F,1990-12-03
18179,31,F,1992-02-28
18180,80,F,1993-10-10
18181,62,F,1992-02-16
18182,31,M,1991-10-26
18183,30,F,1992-12-05
18184,17,F,1995-07-30
18185,74,F,1991-08-08
18186,34,F,1991-02-24
18187,57,F,1990-04-26
18188,31,M,1987-05-19
18189,69,F,1991-08-08
18190,45,M,1986-07-29
18191,93,F,1993-06-06
18192,2,F,1992-12-31
18193,91,M,1988-01-18
18194,120,M,1985-07-05
18195,23,M,1984-05-03
18196,96,M,1987-03-24
18197,124,F,1991-09-01
18198,110,M,1988-01-23
18199,91,F,1992-04-20
18200,64,M,1991-03-08
18201,100,M,1989-09-13
18202,7,M,1985-07-05
18203,103,F,1995-10-10
18204,9,F,1993-02-11
18205,67,M,1994-06-08
18206,123,M,1986-01-10
18207,53,F,1992-08-12
18208,17,M,1987-05-19
18209,46,F,1992-08-01
18210,93,M,1989-05-22
18211,57,F,1991-10-22
18212,66,M,1985-09-31
18213,10,M,1991-03-08
18214,46,M,1985-07-31
18215,48,M,1988-01-22
18216,7,M,1994-11-21
18217,29,F,1995-04-18
18218,6,M,1987-05-19
18219,61,F,1992-02-16
18220,45,F,1992-12-31
18221,39,M,1981-03-27
18222,28,M,1987-05-19
18223,25,M,1981-03-27
18224,51,F,1992-03-12
18225,16,F,1993-10-10
18226,101,M,1986-05-02
18227,16,M,1984-12-14
18228,7,F,1995-07-30
18229,38,F,1995-06-30
18230,69,M,1986-05-05
18231,125,F,1993-02-05
18232,114,M,1994-11-21
18233,17,F,1993-08-01
18234,115,M,1985-07-05
18235,108,F,1995-06-18
18236,69,M,1988-01-22
18237,44,F,1992-03-05
18238,20,M,1983-06-30
18239,95,M,1988-01-23
18240,4,F,1992-04-04
18241,120,M,1986-01-13
18242,122,F,1991-04-09
18243,25,F,1987-07-19
18244,124,M,1985-04-18
18245,101,F,1992-12-05
18246,104,F,1995-06-23
18247,91,M,1987-03-05
18248,115,M,1985-07-07
18249,109,M,1990-05-15
18250,92,F,1990-10-03
18251,67,F,1991-04-11
18252,34,M,1986-01-13
18253,50,M,1986-08-29
18254,6,M,1981-03-27
18255,61,M,1985-11-23
18256,21,F,1994-10-27
18257,103,F,1990-07-11
18258,124,F,1992-08-29
18259,101,F,1989-11-23
18260,94,M,1987-07-14
18261,2,F,1993-03-19
18262,79,F,1995-06-11
18263,61,M,1984-11-20
18264,78,M,1995-05-10
18265,21,M,1983-08-17
18266,57,F,1983-05-02
18267,14,M,1986-09-25
18268,4,M,1988-03-03
18269,14,F,1991-04-11
18270,101,M,1985-07-31
18271,42,M,1985-03-25
18272,20,M,1984-07-31
18273,79,F,1994-02-26
18274,17,M,1989-09-09
18275,104,F,1991-10-22
18276,89,F,1989-04-14
18277,30,M,1984-09-09
18278,88,M,1984-05-03
18279,62,F,1991-10-22
18280,47,M,1984-09-11
18281,20,M,1986-11-03
18282,48,M,1984-01-29
18283,66,M,1987-03-05
18284,54,F,1995-04-07
18285,103,M,1987-09-26
18286,112,M,1988-01-22
18287,74,M,1983-01-03
18288,111,F,1992-09-30
18289,71,M,1988-01-18
18290,2,M,1986-03-29
18291,61,M,1984-11-04
18292,111,F,1991-08-08
18293,71,M,1985-01-08
18294,33,F,1992-05-19
18295,95,F,1991-04-04
18296,51,M,1986-05-07
18297,32,M,1989-04-25
18298,49,F,1989-04-16
18299,19,M,1982-05-17
18300,29,F,1989-09-25
18301,61,M,1987-01-13
18302,2,F,1992-08-18
18303,91,M,1985-01-20
18304,12,M,1989-06-20
18305,67,M,1985-04-18
18306,31,M,1983-09-06
18307,49,M,1982-11-11
18308,42,F,1992-06-18
18309,79,F,1992-08-18
18310,92,M,1988-03-03
18311,43,M,1983-05-12
18312,70,F,1989-04-16
18313,106,F,1991-02-06
18314,49,F,1998-05-22
18315,122,F,1990-12-17
18316,106,M,1980-05-05
18317,48,M,1983-08-24
18318,30,F,1991-01-03
18319,66,M,1987-03-24
18320,66,M,1988-07-19
18321,39,F,1992-02-28
18322,72,F,1992-04-20
18323,74,F,1993-07-09
18324,39,M,1982-01-01
18325,90,M,1984-09-09
18326,76,M,1986-08-22
18327,60,F,1995-12-10
18328,86,M,1983-11-23
18329,112,M,1986-11-03
18330,108,F,1992-02-12
18331,91,M,1984-07-07
18332,25,F,1991-08-08
18333,95,M,1985-11-13
18334,19,F,1995-04-06
18335,20,M,1988-01-18
18336,50,F,1993-02-05
18337,86,M,1995-12-28
18338,23,M,1981-07-24
18339,21,M,1990-05-15
18340,37,M,1985-09-30
18341,75,M,1986-01-13
18342,90,F,1993-02-11
18343,2,M,1979-10-14
18344,91,M,1986-09-08
18345,96,F,1989-04-14
18346,58,M,1994-03-03
18347,39,M,1984-07-07
18348,4,M,1987-11-25
18349,65,M,1995-06-18
18350,114,M,1986-09-19
18351,23,M,1990-01-15
18352,68,M,1988-11-23
18353,86,F,1991-12-16
18354,51,F,1990-12-29
18355,61,M,1986-05-05
18356,40,F,1992-02-12
18357,72,M,1987-01-13
18358,66,M,1984-09-09
18359,119,F,1992-10-26
18360,79,M,1983-01-27
18361,115,F,1991-09-01
18362,23,M,1986-09-02
18363,124,M,1988-07-12
18364,53,F,1991-02-30
18365,7,F,1987-02-02
18366,85,F,1990-07-11
18367,104,F,1991-08-08
18368,3,M,1990-01-15
18369,102,M,1986-03-08
18370,16,M,1990-12-02
18371,120,M,1986-11-30
18372,79,M,1979-10-14
18373,14,F,2001-01-10
18374,91,M,1987-05-29
18375,25,F,1994-12-12
18376,105,M,1985-07-07
18377,90,M,1987-11-30
18378,124,F,1992-02-12
18379,52,M,1983-12-25
18380,64,M,1994-11-21
18381,69,M,1985-03-25
18382,121,F,1995-08-27
18383,44,M,1988-03-01
18384,90,F,1992-12-12
18385,33,F,1991-03-17
18386,124,F,1993-03-19
18387,96,M,1986-09-04
18388,91,F,1994-10-31
18389,118,F,1990-08-22
18390,110,F,1995-08-05
18391,84,M,1987-09-26
18392,28,F,1998-05-22
18393,107,F,1993-03-19
18394,28,F,1995-01-17
18395,89,F,1993-02-05
18396,91,M,2002-03-03
18397,15,F,1991-12-02
18398,35,F,1992-02-12
18399,101,F,1993-10-10
18400,44,M,1986-01-11
18401,82,F,1992-04-13
18402,47,M,1985-02-04
18403,29,F,1992-02-26
18404,31,M,1988-05-31
18405,89,M,1985-07-31
18406,10,M,1985-02-23
18407,67,F,1995-11-25
18408,37,M,1989-09-07
18409,7,F,1991-08-08
18410,30,M,1987-11-30
18411,108,F,1991-02-24
18412,56,M,1983-11-23
18413,68,F,1987-11-27
18414,3,M,2002-03-03
18415,53,F,1987-02-02
18416,116,M,1987-05-29
18417,94,M,1985-05-21
18418,85,M,1985-11-13
18419,80,M,1984-12-14
18420,23,M,1991-10-26
18421,91,M,1988-03-10
18422,90,F,1992-10-07
18423,17,M,1987-05-19
18424,29,M,1985-07-11
18425,62,F,1992-10-01
18426,62,F,1992-12-12
18427,66,F,1995-06-23
18428,33,M,1989-09-23
18429,22,M,1990-01-15
18430,103,M,1984-05-03
18431,103,F,1992-02-16
18432,18,M,1988-03-01
18433,15,M,1989-07-31
18434,88,F,1995-06-06
18435,86,M,1988-02-30
18436,14,F,1993-06-06
18437,92,M,1987-11-25
18438,108,F,1990-10-03
18439,66,F,1995-11-25
18440,122,M,1984-07-12
18441,73,F,1992-08-18
18442,92,M,1987-05-10
18443,60,F,1991-10-22
18444,74,M,1988-01-22
18445,61,F,1992-06-18
18446,78,F,1991-08-30
18447,46,F,1994-12-12
18448,18,M,1985-05-21
18449,103,M,1985-11-23
18450,48,F,1996-04-09
18451,17,M,1986-09-18
18452,91,M,1986-08-22
18453,115,M,1989-07-04
18454,39,M,1987-01-13
18455,113,F,1993-08-06
18456,103,M,1995-06-03
18457,98,F,1992-02-28
18458,118,M,1987-11-09
18459,101,M,1986-05-07
18460,64,F,1993-01-15
18461,29,F,1995-10-14
18462,49,M,1988-02-30
18463,26,M,1989-04-25
18464,80,M,2002-03-03
18465,121,F,1993-08-06
18466,40,M,1983-08-17
18467,74,F,1991-02-24
18468,9,M,1986-11-30
18469,106,F,1991-08-20
18470,28,F,1993-02-21
18471,7,M,1986-01-15
18472,20,F,1992-08-18
18473,88,F,1993-04-25
18474,46,M,1988-02-30
18475,121,M,1986-01-04
18476,39,M,1987-03-05
18477,15,M,1984-03-06
18478,103,M,1986-04-06
18479,108,F,1991-04-11
18480,34,M,1994-03-03
18481,23,F,1991-02-24
18482,110,M,1990-03-15
18483,55,M,1984-03-13
18484,2,M,1981-03-27
18485,80,F,1994-10-24
18486,115,F,1992-06-06
18487,65,F,1989-07-07
18488,9,F,1995-04-25
18489,36,M,1984-12-14
18490,121,M,1986-01-15
18491,24,M,1988-07-12
18492,113,M,1988-07-19
18493,67,M,1989-11-02
18494,67,F,1995-06-18
18495,40,M,1982-05-17
18496,110,M,1983-11-11
18497,39,M,1988-11-04
18498,90,M,1988-11-04
18499,52,M,1986-08-22
18500,14,M,1988-07-12
18501,14,M,1995-05-10
18502,44,M,1986-08-29
18503,41,F,1990-12-17
18504,61,F,1992-08-18
18505,55,F,1990-10-02
18506,31,F,1991-08-03
18507,14,M,1988-09-21
18508,74,M,1984-09-14
18509,25,F,1992-09-18
18510,81,M,1984-03-13
18511,54,M,1987-11-09
18512,66,F,1991-10-22
18513,54,F,1991-02-14
18514,26,M,1983-05-12
18515,11,F,1995-10-14
18516,107,F,1993-02-14
18517,30,M,1987-11-30
18518,63,F,1994-02-26
18519,50,F,1992-12-05
18520,125,F,1990-06-03
18521,40,F,1983-10-15
18522,81,M,1986-09-21
18523,22,M,1989-09-07
18524,23,F,1991-11-11
18525,4,F,1995-08-17
18526,2,F,2004-08-17
18527,119,M,1986-07-29
18528,118,F,1995-04-06
18529,90,F,1992-12-12
18530,25,M,1988-01-18
18531,16,F,1996-04-09
18532,3,F,1991-02-24
18533,67,M,1987-11-09
18534,78,M,1986-04-06
18535,69,M,1989-03-27
18536,73,F,1995-04-28
18537,103,F,1995-10-14
18538,65,M,1986-07-28
18539,9,M,1984-09-14
18540,27,M,1985-01-01
18541,26,M,1984-03-20
18542,93,F,1995-04-07
18543,67,M,1985-09-09
18544,25,F,1992-08-18
18545,74,M,1985-01-01
18546,19,M,1985-09-31
18547,38,F,1995-08-15
18548,60,M,1983-01-30
18549,80,F,1992-07-21
18550,29,M,1988-01-18
18551,80,M,1984-05-03
18552,37,M,1984-05-03
18553,105,F,1990-06-10
18554,69,M,1987-09-26
18555,52,M,1981-07-24
18556,21,M,1995-11-16
18557,102,M,1995-05-10
18558,12,M,1989-07-19
18559,39,F,1991-11-11
18560,81,F,1992-04-22
18561,105,F,1990-03-15
18562,120,M,1985-09-31
18563,102,F,1996-04-09
18564,83,F,1990-08-13
18565,78,M,1986-09-02
18566,59,F,1996-04-09
18567,119,M,1985-05-17
18568,97,F,1990-06-30
18569,106,F,1991-06-27
18570,14,F,1995-12-10
18571,87,M,1981-10-26
18572,17,M,2002-03-03
18573,70,F,1992-07-21
18574,121,F,1992-02-12
18575,46,M,1995-11-16
18576,73,F,1992-03-05
18577,57,F,1992-09-18
18578,24,M,1984-12-14
18579,54,M,1984-05-27
18580,40,F,1987-07-19
18581,15,F,1995-10-10
18582,13,F,1995-04-04
18583,117,M,1984-03-20
18584,69,F,1994-05-14
18585,65,F,1993-08-01
18586,20,F,1991-08-08
18587,28,M,1986-04-06
18588,110,F,1992-03-05
18589,87,M,1990-10-30
18590,95,M,1988-03-03
18591,3,F,1990-03-15
18592,63,F,1995-08-20
18593,63,F,1975-12-15
18594,34,F,1989-09-25
18595,30,M,1986-06-15
18596,71,F,1992-09-30
18597,54,F,1986-03-31
18598,100,M,1983-11-11
18599,48,M,1984-05-27
18600,13,F,1990-04-26
18601,91,F,1989-04-28
18602,62,F,1990-02-14
18603,102,F,1995-04-28
18604,58,F,1993-01-15
18605,89,F,1993-01-15
18606,92,M,1985-09-30
18607,99,F,1995-01-17
18608,56,F,2000-06-01
18609,67,F,1989-11-23
18610,108,M,1986-06-15
18611,38,F,1995-04-06
18612,84,M,1985-09-31
18613,84,M,1985-03-22
18614,110,F,1995-04-25
18615,116,M,1985-02-18
18616,85,M,1987-09-26
18617,81,F,1995-04-02
18618,1,F,1994-12-19
18619,73,F,1990-06-13
18620,64,M,1984-10-31
18621,27,F,1990-12-03
18622,42,M,2001-07-15
18623,124,F,1992-10-07
18624,105,M,1983-03-15
18625,116,M,1985-10-12
18626,22,M,1984-11-15
18627,45,M,1986-07-29
18628,3,M,1991-10-26
18629,102,M,1984-01-25
18630,41,F,1989-04-14
18631,82,F,1993-02-05
18632,71,F,1992-02-31
18633,8,M,1985-05-17
18634,28,F,1995-06-23
18635,111,F,1994-08-20
18636,103,M,1988-07-19
18637,92,M,1986-07-28
18638,49,M,1988-11-08
18639,33,M,1985-01-06
18640,110,F,1995-04-07
18641,124,F,1992-02-26
18642,55,F,1993-02-11
18643,28,F,1993-12-24
18644,107,F,1991-02-30
18645,36,F,1994-08-20
18646,88,M,1987-11-25
18647,15,M,1986-07-07
18648,62,F,1995-12-10
18649,94,F,1990-06-10
18650,77,F,1992-08-25
18651,31,M,1989-09-09
18652,7,M,1985-07-17
18653,3,F,1995-12-10
18654,6,M,1983-09-28
18655,38,F,1991-06-16
18656,52,M,1984-04-01
18657,73,M,1989-11-02
18658,93,M,1981-10-26
18659,15,M,1984-03-06
18660,60,M,1987-09-26
18661,38,M,1985-04-18
18662,54,F,1992-03-05
18663,87,F,1989-04-28
